raw_pattern,count
R4357C F2499L E2436K T332R,1
L46V E607Q,1
S2131Y E1909Q,1
Q483* Q468*,1
Q1309E E689Q,1
S129L S32L,1
L208L E286Q,1
I560V I560V,1
A298V A298V,1
S637Y S637Y,1
R130G Y155C,1
Q269R K266*,1
S33P H36P,1
P58H Y377N,1
L275L S106*,1
E81Q D173N,1
P2993A Q3003K,1
G276L A206T,1
A3736A G4389R,1
R1270R L1267L,1
R887H L822H,1
C101F A165D,1
D1704N L529L,1
E918* Q1922H,1
E1226K E1226K,1
E1396Q E1396Q,1
P113L P113L,1
T2450M K2047N,1
235_236NL>KV,1
E138E E138E,1
G1783E G1783E E1777K E1777K,1
I323I I323I,1
E308K E308K,1
I274I I274I,1
E367K E367K,1
E266* E266*,1
I1828T I1828T,1
F800L F800L,1
Q138L Q138L,1
S178P D53D,1
R444Q R444Q,1
F4F F4F,1
A71T A71T,1
R88Q Q546P,1
E176E A3T,1
D281Y N239S,1
T1407T T1409A,1
E280K E415K,1
K267N L221L,1
L4217L E2136Q Q663*,1
E1827K A1543A,1
S301C M90I,1
P210P F276F,1
P87P R24K,1
L1938F E1161E,1
F1053F P100L E1346K,1
I738I S758L,1
S174S I1690I F852F,1
E934K E373K L996L,1
E4359K F905F Q263Q P834L P2699S T3177T,1
H584H R1650R,1
E1406K E1262K E6K L749L,1
V1544V L1001P I2348I,1
D197D G81E,1
S363N S38F,1
D194N P531S E83K,1
F563F L512R,1
L478F E334K,1
S127F R1489Q L1118L,1
L5L D101N,1
V382V P520P,1
C936C E1239K T440T I917I F1702V P1918S,1
L293F D1311N D1121N M600I E449K,1
M213I S1313L F222L,1
E4120K F3419F G543E,1
R493C E1933K P1440S T1384S,1
L422F F843F,1
Q42* G131G,1
L313L G311E,1
G97G L79F,1
E454K P188L,1
R844C P1753L,1
K169K H460Y,1
L771L R754R,1
A1959A P1786L,1
F689F D247D,1
G154S F107F,1
E445K R302Q,1
F97F D35N,1
L1085F E526K R1367C E1787K P1319S,1
I423I S391F,1
P758S P68S,1
F570F A566T E682E,1
P768L P687P,1
S799L D95N L782L,1
H835H R841R,1
I256N R759Q W419*,1
S1362F P1345S F1092L,1
P221S H108Y Q175*,1
S483F V293V,1
E1166K I1101I P1396S,1
P764L P629L,1
S155F P337L R341R,1
D2409D V111V,1
H405Y G535E,1
P2229S S1183F P1582S,1
F1559F G1736S,1
K431M P792L,1
R558C F2526F,1
G765G E1368K,1
D447D S571F,1
R1255R P611S,1
R745Q C579Y R568R,1
E359K N158N,1
P1014S S4147S,1
H518Y L1277L,1
P338S Q290*,1
T573T V523V,1
S240L F85F,1
W489* I316I,1
G461R L9F,1
S558F L1202L,1
G848G G1022G,1
F797F Q237*,1
S189F R297Q D889N,1
A249A G38G,1
F170F E58K,1
G336E E831K,1
A1216A R42C P1202L,1
E468K E185K,1
L825I C1515C,1
R419I R322L,1
E1704K E1016D,1
R717Q K568E,1
K331N I161S,1
S150S C287C,1
E412* I131I,1
R1352C I899I R486W,1
F385S Y351Y F18F,1
L400S H64N,1
R1174* R957Q E901* N808Y I108F D50N,1
I627I F310F D92E,1
I365I E273*,1
K1337T E1095D E886K R431Q Q293H,1
D1304Y N1132H S930R R445I S354S L268I S124R,1
N1774D N1637D A1407T,1
M1314I F1248L A176T,1
E216D R212C,1
F695L N468H N235T,1
W3941R Q4706L D4833H,1
A1007V S872S R514C,1
F30L I138I,1
F491L S441Y,1
E245* E45*,1
R1920* L2168I,1
E981* R649* K466N,1
D503N E384*,1
M369L H453N,1
S2729S I3217M,1
A731V F832L,1
D219Y S420Y,1
Y54F P177S F248F,1
E87* D745Y E794A,1
S598S D1629D,1
I4567I L1764V D684N,1
I479I F365F,1
S944F F591S,1
R342* D281E,1
G174G W56R,1
V135V L162L,1
D453N L343V,1
L1799L A4A,1
L3072L H1319Y,1
G557L P863T,1
L77L L399F E352K L46L,1
H191Y T213T,1
R94K E330E I645I,1
G452S I199F M469I P22S I199I R1018K,1
F216F W108* Q43Q,1
E1076E S646F I752I P369S Q338*,1
R1377K A225V,1
D2637N V1420V,1
E33K R239Q,1
S409F G1437D P302S G1199R,1
F1504F P1174S,1
L868L T498T Q1218Q,1
K151K G547S,1
S208L W82*,1
K719K G99E,1
T605K L2978L,1
V812F D236G,1
K116N L863F,1
E2147Q A549V,1
G878W G24W,1
V112I N609H,1
G4975R G2595V R82W,1
R1427Q S395P,1
A22T V155I V413L,1
G2603G Q1665K,1
Q19Q E485K,1
T790M L858R,1
M330I E341*,1
E1181Q I1268I,1
Q1435* S1562L S1572C,1
Q250E F57L,1
E43E F219L,1
Q274Q E278K,1
F390Y G1340D,1
G1161S P1154L,1
P749S R956Q,1
S157L D112N,1
V5129V T2579P,1
S37F T339N,1
L897V K59T,1
R1854W A1697A R1386Q,1
E169E E169K,1
L425V F584L,1
E3265E R4558R,1
D509H E450K L260L,1
I793N E1024K,1
D253N E252K D194N,1
E1051K E1047K D1046N T417M,1
E234K E558Q,1
Q1983Q L1906L,1
E181Q E221K,1
V532V L11L,1
I192I L110L,1
L827P K2961T,1
434_435KA>NS,1
W1482* P233P,1
A963V R760C,1
G248S A525T,1
T589T A640A,1
R5159Q T1454A,1
T667M P97L,1
R1268H R553*,1
H1328H A563A,1
R1081H Q239* A42T,1
T318M G130D,1
I1120T P76P,1
N748N R2203C,1
I127I G201C,1
G2774G G2435S R1965H,1
L20F D304D,1
A1393V A2249A,1
D3773G V3640I,1
T80T V73M D70N,1
F93L G1015R,1
S1955P Q1195K,1
P171L G808S,1
I1155V S1811S,1
I514V Q89Q,1
Q557E R740H,1
E228D Q899*,1
R276R E185Q,1
L2933F G4299G,1
G1854A D922D,1
Y499* V489A,1
L964L V1152V,1
P2914P T2763T,1
R581H R56Q,1
R876* Q1429*,1
304_305SA>RP,1
R1158I Q1163*,1
R461* C622F,1
S222R V230I,1
S362C S449F,1
R593S E449Q,1
G220G P463L,1
G682C H133R,1
L17L V482V,1
G169E G1699S,1
R3145* A2113A L1321L,1
A2289A R2377C,1
G2639D Q930R,1
R679H R408*,1
R54S W124C S131N,1
A482S G302V,1
A89A E543K,1
E500V T495A,1
I4420T I479T V568A,1
I1363T R262R,1
P1085P R733R,1
H582R P359P,1
G330R E1354K,1
G2218G A402A,1
P128L D78N,1
T483T A383D,1
S467S P836L,1
R1576H R923H,1
E89K S887L,1
D173N S189F D316N,1
I1018I R1086H Q1064* F465Y E906K,1
P36P P61S,1
F55F *363*,1
F1163F P792S,1
V712V T34T,1
M253I P146L,1
F801F F1983F,1
S5782L K1796* S5720F,1
T396T R554Q,1
D2263V V1388I A378T,1
K3078R C1981Y T931I,1
R381R A246T,1
R789H T291A,1
R18R R272W,1
H1911H L1064L,1
R1521C F908F,1
G56E F292F,1
K793N R641H,1
D141N D199E,1
E361K P702S,1
M417I D83N A786A,1
L408L S609S,1
G576R L881L,1
V370A N46I,1
R526Q G551E,1
V171V E73E,1
G358E G443E F386F A203A,1
E155K D198N,1
E86K A413V I340L,1
L318F P99L,1
R1441R T1528T,1
P612S E755K,1
P171S N188N,1
R298K R124C,1
E302K E201K,1
D1390N E410K,1
T451T E69K,1
S5079L W4768*,1
K50K K50K,1
V286V S232*,1
D395N V568V,1
G498G S697S,1
F4420C R3218H,1
G1535G A1534V,1
R1301H M1461T,1
S694F E415D,1
G417E G417E,1
S1241F H816Y,1
L326R L326R,1
A914P A914P,1
M596L M596L,1
M105I M105I,1
D2243Y I69I,1
K5133* G347G,1
K150N L224L K247N E283*,1
A216S A216A,1
H150Q S414S,1
C429S R353C,1
E569* E940Q,1
527_528FL>LM,1
616_617SL>RV,1
Q7058P A4284S,1
C1023S L1609L,1
P1089L H474R,1
E2914Q D779Y,1
P1520Q E686Q,1
S804* G962G,1
S2372I K2866M,1
R1398C R2378W,1
Q722H T587S,1
D1230V S403C,1
C748C N968N,1
V279V S106F,1
E3618K Y530Y,1
L788I W396R,1
L525S R707H,1
E1079D R326W,1
S7253L R6331R L5363I L4404P S4103L L3521I R3399* F2852L K2554K A2401V L2179L L841I R617C L279M,1
F112L L281I,1
R320Q K5N,1
E183* T67T M63L S46Y,1
K683N E531* G478S,1
D367N R179C,1
F232F F545F,1
L983V R549C S513Y E28G,1
P716S E395G D250N,1
P1645H I1643S T144A,1
R290K R203Q R57Q,1
T86S S174*,1
A645V L630V K269N,1
E2174K P2137T A2064T R292I,1
E254K E407* D755Y,1
T2191N R1743I E1458D E406*,1
D1020N P1376H V1566V,1
A286V L1237M N1737N L1846I,1
E18D E328K,1
F728V S708Y,1
F816F I2194I,1
R377I D765Y E1683D V2103V E2390* E2413K P2585H Q2823H,1
I1162I R1820* P2113P,1
T334T I917I,1
V644A S469L R288K,1
A447V E12*,1
R41Q V141V,1
R411Q F605L F919F,1
E940* R865*,1
P1475H S2511Y,1
T455T S133S,1
Q1385H R1314*,1
E1072* F556C L89I,1
F71F R16Q,1
E44K S28P,1
D186Y L144M,1
F668F E467K S427S,1
S75Y E216D K339T,1
A557D S387Y R100I V87V,1
W848C T689T,1
S3163F E2279D I1101I F715C,1
Y534H S3052S T3433P E3448E I4831I,1
A38D K1393N D1856N E1877D D2014Y L2463S I2512I A2687S E3035G E4115K I4902I R5018I,1
F681L E214K,1
S377Y N201N,1
E2305E Q1889P W1817* R863W R118Q,1
K1035T F1385L G1417G L3522L I4787M,1
R114R N834N S891L,1
A42D V132V F158L,1
E1165K V821I R689Q L370V K281N R223Q,1
M904I R784I,1
E2K E451*,1
S1349Y K1143N R139Q,1
R305Q E268* E203E,1
A333T F354V,1
D172Y Q341H,1
G223D L494L,1
D647Y D145Y S82S,1
K53N P135L V172V,1
R719Q R696K R172I,1
I450M F365L R257*,1
S491L R1252*,1
L420V R818I,1
E840* D284E,1
A773T D158N,1
L34V Y158C R282W H626N F658L,1
I469I F326F,1
S79I K229E,1
A113T I13I,1
F391F F540S L681I L1335F,1
E471* R482* R705H K958I E1119*,1
L327I S283S,1
R173* E220K E953D,1
E463D S269F,1
R247* I147I,1
E177* E231K,1
F811C D320Y P187L,1
K168N E378K S400Y,1
S344Y H908N,1
A673A S850S,1
E52K F131F L112L,1
S15F F377F,1
H284Y P70L,1
S819S P2273L P918S F1442F P1960L,1
A1969A I384I C1922*,1
D894N P146S,1
L18L S274F,1
A76A S280S,1
L318L S91S,1
P392S R490C,1
P294F F197F,1
S113F L238F,1
R825C L875F,1
L1849L I229I T1139I D651N,1
L49L S171F,1
D138N E332K S179S,1
G153D P641S G211E,1
P771S S531F,1
G101E T207I,1
G86S A87A L177L,1
F1673F R1842C,1
D359N F246F,1
G206S E277K R493Q,1
S360F R279W,1
F611F P175S R718C,1
I222I I221I,1
T44M V69V,1
S1778L P131S,1
G2593G P1582S G2623D,1
E86K D269N,1
P626S V306V S425S,1
G279S P907S G981G,1
E189K L93L,1
P925S E77K G569S P1444P P1185L,1
E795K G383G,1
I197F L359L L1460L E1469K,1
F374F R162C,1
K268R P182S E408K,1
R554C P752S,1
R59C L97I L141I,1
I1115I L772F,1
P239L F18F L875F R729L,1
A961A A959A N305S,1
I233I Q61* V283V,1
E585K V442V,1
D277N G1309E I1409I V667V,1
R1245Q L331V,1
E956K G877E I1280I,1
V844V K723K P424Q,1
I209I E169K,1
D342N E506K P1301S,1
476_477MG>I* P185N,1
2099_2100MG>IC P464Q P2150N G943L R1933I 1037_1038EG>D* G598W,1
R273C A161T,1
A210V E975*,1
S139Y A209V T771T,1
S190* P659P,1
E172Q G171E,1
P479S R153Q,1
I604I F190F,1
S474F V194V,1
S456F Q215* F281F F291F,1
H401Y S563L,1
R469W A492A,1
E713K S10S E115K,1
R146W R164*,1
R136R E636K,1
P2138S S1521F L1400P,1
P512S I495I K1978K S4540S,1
E386K E567E V831V,1
A563A S867L,1
Q1376* L1175F,1
M265I Q89Q G129G,1
G6R G35G,1
R580C T662I,1
R976Q G450R T668T,1
L835F M806I,1
E219* D471Y,1
D131N R809*,1
E780D E482* E146D,1
R262Q K276Q,1
E258* I436T R1414*,1
W218* A81V,1
W298G R473I,1
Q251H K423N,1
R1264Q D1210Y P604Q,1
S152Y R217W,1
T1822T R1949Q,1
R99* S74S,1
L508L V527V R1227L,1
I4196I R3297S R2838K M2465T S2327* R2214W V2153V G1904* L1823F M1001V,1
P803P E564* R261*,1
L188I S260Y R483C,1
N197Y K274N,1
P578P L425L T275I,1
S532Y E575*,1
S486Y I426I P263S,1
L837M E271K F177F,1
D212Y V181V,1
R710W F739F L844I Q988K,1
G820S S736S W62*,1
Y1667C D1443Y L589F,1
K267N G690D,1
K872N G654G,1
E687* E275* K18R,1
R32I S60S S256Y G886*,1
E253D S209R R143I,1
L991F N1233N S1552S,1
E1608* G321D,1
E478E E270*,1
P1167P E819G V46V,1
T5464M T4570A,1
S212A E97*,1
P27P L679F E695* D737N,1
E886* E424E N78H,1
R111Q L491M,1
K112Q E211* R328I E768*,1
D598Y F879L,1
K249T R97Q,1
A845A E1612D F1649V,1
S157Y F14F,1
K1982T R1659C D1625N S939L L56I,1
R203Q E144*,1
D720Y E600K G287G,1
K690N D754Y,1
L531L K463N,1
G476V S644S,1
R288C E148G,1
D780Y I711I,1
P216T R109W,1
E621E L169I,1
P181L S121N,1
A738A E1103*,1
E321E R303I,1
A367V K570T,1
Q567H F19L,1
H108N S1783I,1
K1712N K1348N K1282K Q1109H L594M S577F D364Y,1
K2182N D1191N R1075C,1
S131Y K497N,1
E518E Q476H S232*,1
A148A V112I,1
S468Y S41L,1
R113Q R380Q S968S,1
L776L I770I,1
E194* E48K,1
S303Y D20N,1
Q61H K255N,1
R569I E564K,1
V2751V I1404S F202L,1
S13L W195* I302L L331L,1
G400G C286Y S230S,1
K135N F426C,1
E2196K S283Y,1
L114F R269* Q1835H E2282K,1
I47I F148L,1
A855D D196D D80Y,1
A262D L498L,1
V46V E518*,1
E1185* R1088C,1
Q296H P506P R1979Q,1
A302T E1075D,1
E163* R563K,1
R531C N133N,1
E3928K P3892S E3582K E2915*,1
S513* F635L,1
E540* K290N,1
R401Q Q643H F1016C,1
G252R P210P,1
T671T S624Y G228G E77*,1
S45* S87I R116I,1
A2146S D1772E N1350N P1331P E754* R634Q E177*,1
E213* L304L,1
S217Y F500S,1
G4547G F3997C R3799Q D3451Y F3144L V2209V E1920* E1655K E137*,1
A564T S366N,1
Q99H K417T,1
E165* G370W R622H E626*,1
K144N V539A K848R,1
G655D N846T,1
N493K R351Q K70Q,1
V338M Y120*,1
W384R L71L,1
R130Q F215S I300I,1
T426A E208*,1
E55* E253D Q470H,1
M392I R406C,1
S569Y G910D,1
P51T G317R,1
C2109R P286R,1
S225S R286C F854C,1
K270N E152*,1
E79K D254N,1
N1494N E1246K,1
R429M R552Q,1
I343I E298K,1
V1359I I1240I R860Q,1
D432N E46*,1
S210Y K192N,1
*487* R437Q,1
R1517I H1464N,1
K1727N R1530*,1
K1046N S615Y,1
L1868I R1847C R1051C,1
R1583Q A824T,1
R1737W L175I,1
K1534N W1460L K761T E180* L97L,1
F13L F113F L134M,1
R312W F429L E541K,1
F757F I459I,1
S2215Y T1723T,1
D326Y I552I,1
F605L I449I,1
L2963I R2258* T2021M E1324D R596C S357Y,1
S213S N1371N,1
R767H D706N,1
L290F L174L,1
E1607D L843I,1
E1302K K610E,1
L502I D901N,1
I65I R732C,1
E794* K1732T R1878C,1
F648F R790R E823*,1
D632G N481N L57L,1
D53G D557Y K617T K880N,1
D375N R1856I,1
I1357I S1105Y,1
K667M G381C,1
E366K S30Y,1
R14M S269L M1227I L1455L,1
I33I E295D,1
T1013T F1666F,1
R115Q E104D,1
S1268* L1108I S408Y,1
S245Y L335I,1
V34A K542T,1
P1118L R143Q,1
R68R R366K,1
P948S S569S,1
P301S R160Q L353L,1
L244L A408T A454V E762*,1
R651Q Q251H,1
G769G L813M,1
C1517C R116I,1
V930V S728Y S229S,1
F100L N153N,1
E678* K476N,1
D488Y A465A,1
F1374L R271R,1
E294K H355N K466Q,1
H912H E222D G168D,1
S255G L465L,1
S736L R1128Q,1
R506Q E282*,1
F73F V413G,1
D69Y Q396R,1
G353V L327F,1
E72* E123*,1
R396H A160T T141A V79V,1
C1336C Q868H Y48H,1
L1003F L777L,1
E45D E504*,1
A1832T K994N,1
E1042D E746D,1
K979N E186K,1
F1174L K125N,1
F1768L E1374K,1
G1073E L2239M,1
G731E S567Y,1
E650* A595V,1
V652A L2012L D3062G,1
V331V K748K,1
D368N E658K R682Q,1
F193L A725T,1
R1934Q D1760N E1680* R603I,1
D1083Y D158Y,1
S1059Y R929I,1
D2792N A1111T A184T,1
R1005C I1034I,1
S102L D940N,1
D1579N M1494I K1229N I1087K R550I,1
I336F Y788H,1
S87L K189N,1
E287* A103V,1
N331Y D234G,1
R1250Q E1228K F851L,1
T244T Q706Q,1
T1038I I876I L580M,1
R709H E575* D503Y,1
G138G E1282K,1
R790Q E394K,1
R108K S645C,1
L392L G26D,1
D719N E138K I1057I Q525* E603K R825Q F516F P907L,1
I165I G130E,1
W2107* D2598N S1613F,1
E97E S236F,1
V5143V I1855I,1
E526* S2089Y L2797V,1
E2165* V633A D440N,1
G16G L138L,1
D1685Y K184N,1
S40S D99N,1
K1049N E1409D K2708N,1
I2556M H786N I442M,1
C840W Y1277Y,1
F496F E457*,1
D768E D547Y F519L,1
L1351I Q920H,1
R1114* E1309* S2029Y,1
R985C C1573C,1
K1644K V995V,1
G1706G E907K,1
E63D N357S,1
C117R R707H,1
K1583N E585K D514Y K388Q,1
L477I R345W,1
D756Y A289T,1
V374A S732S,1
D511N E391K,1
A73A I218I,1
S1889S F1588F H1571L,1
D173N D173E,1
L1803L P1814S,1
G448G D1570N,1
S1474S W1460R,1
L597L P222P,1
E779* A180P,1
G551G G469V,1
59_60MG>I*,1
L379H G241V,1
P1634P T1620S L916L,1
L34F D47N,1
F91L I103M,1
S1962F D705G,1
E3171G R3627G,1
F1443L E2219E P3088T,1
A388A A245A,1
P2045S Q894Q,1
R587Q D758N,1
E2959Q E2959Q,1
G58G K278K,1
A879D S3023S,1
R1993Q V1634I,1
L70F L70F,1
S606N S606N,1
L562L L562L,1
T381T T381T,1
G2707C G2707C,1
G139S L425F,1
R367* R367*,1
K411* K411*,1
K572Q K572Q,1
P160P F130F,1
P3727S G2891E,1
L235L D302N,1
R1924Q E1539E,1
K448K A2653T,1
R213* K132T,1
D1975G L1740I,1
R1008C E316* H155Y,1
N559S F317S,1
R811C R68I,1
D929Y P834P,1
R130Q E299*,1
K777N F367S,1
F422L F222C,1
R88Q M1043I,1
R86C R376C,1
E738D S524P K307N,1
E622D T886T,1
L1656R D1263G,1
H1034N R910H,1
S625S E519D,1
E284* P228S,1
E280G L748V T863M,1
R1140H Y1009D,1
V1941G S1687Y L364I,1
R122C G197G N1502N T1730M L2130L E3424* L3670M K3914K I4145I F4480L R4497H D4664Y,1
R762C R339Q,1
T339A P188P,1
P656S D383N,1
R131Q D186N,1
R1136W S1642F I2189I,1
I1496I S1014Y,1
R768C F2079L,1
F357L A397V R488C,1
C545C R722H,1
A1132T I707R,1
R1863W R1579Q,1
R6170I D6125N A6038A D5255N L3521I K2257E E2187* S1195Y,1
V455A R225Q,1
E814* R796I,1
L1215M T114A,1
S713P C1540C,1
I563I S387Y F93C,1
R1381Q Q418Q,1
S471F G353E,1
G142E G457E,1
P740S S506L,1
S2642L S1936F,1
F169F V549V,1
P142L P407L,1
E72E V902V,1
L289L S688F,1
S178S F125F,1
E174K P361L,1
R1254Q S458F,1
I403I G33G,1
D1380N D835N E415K,1
E217G E160D,1
S394L R392K,1
S122S F53F,1
S635L E994K,1
I469I R366Q,1
G384E P661S,1
A26A L335L,1
R911R S240F P803P P1606S,1
E1200K E31K E445K,1
R117* G114R,1
P982P I184I V476V L893L,1
S638L T886I K1795K R1131R F549F,1
R781Q E1005E,1
R1904R V2728V V668M P1652S,1
T132I E493K,1
F510F P348L,1
R160Q W104*,1
S471F I363I,1
V132A P432S,1
L191F L974F,1
S738F L13L,1
S947S G736W,1
E392E P281L,1
S54L R501W H744Y,1
P639S A629A E503E,1
S312L W289*,1
L404L H14Y,1
W251* L974L S441S S439S R1663Q S1358L G1128D,1
Q132Q V337V,1
R357R R766Q,1
R727C P1851L,1
G292G G100E,1
D193N G147E,1
P402L E1297K,1
D255N E113K K228*,1
E1528K D101A,1
L744L Q204Q,1
D25A R685W,1
S686L T953T,1
E1320K L1534L R269Q F2062L F1791F,1
P512S F968F,1
I158I D90N,1
F1018F R3561C F4515F L2131L A3577A P1027S R2948C,1
S319S R173C,1
P177P N955N,1
G139R G203R P109S,1
I1414I S1146S S1075F,1
P1389L H906Y E1082K G1644G D1126N,1
F618F I725I,1
R99R V392V,1
E239K S205F G213R,1
P517S W70*,1
V78V G366E,1
D418N T363T,1
G378E R59C,1
P175L S871L,1
V170V A89T P122S,1
F93F L149L,1
F323F G288D,1
G92E D205N E157K,1
Q434Q R424R,1
L2457L T365T A1059A,1
G136E R276*,1
T864T L1622L L740P,1
V73I S192L R389C,1
G318G R86Q,1
D413N R361C Q546Q,1
L1620F G714E F1177F,1
I220I I724I E1265K,1
K1926I Q1373Q,1
S454S I144I,1
I1559I R1984K,1
S176F P211S,1
L2545L E132E K3197K G2770N E1181K,1
L941L L886L,1
W447L G1014G D1124D D158N,1
G1377R A276A,1
R118Q L663F E317K,1
D188D D386N,1
V33M R11C 42_43DP>ES,1
G565N G366G F597F,1
S143F N423S L185L,1
L457L L470L,1
W558* L849L,1
P27S F24F,1
P168L F146F,1
F419F F479F,1
G1446E E2214K G581G G1450R D77N E440K W202*,1
G2125D W2443*,1
R982C I1534I,1
E270K I230I,1
S94F D219D,1
D1162N R1332* Q572Q,1
A808A E506K,1
R231C E68D,1
Q1334* R1646Q,1
E71K Q1336* P1849L D2406N,1
E2396K S871L A1450A,1
P312L P379P,1
E1126V M1125I,1
S407S Q24*,1
S131S S52T,1
R7549C K84* F5257F Q2400*,1
R22* R210R,1
F272F I77I,1
S477F R141K,1
Q80* E638K,1
P67L P184L,1
G180G E225E,1
R184K F82F,1
P733L R404W,1
G58E S728L,1
R3831C P1303L P734S,1
Q676* L178L S198S,1
E136K R438K W437*,1
L324L R544C,1
I759I D242N,1
Q496Q R653R,1
P32L D357A,1
S227F E295K P437S,1
R1694Q R244Q,1
E459G L422L S723N,1
T92N E73K,1
P1074S G924G I220I E34K P828L F761F,1
D540N V399V E1214K G1181K,1
G1598E F1623F,1
D241N F174F,1
Y264Y E61K,1
M112I I342I,1
E149E R395C,1
H562Y M983I,1
G537D T399T P450L,1
E412K A1248A M682I E1943K E1945K,1
G2271S L1686F R1119C I4152I F2535C,1
G3126S S2501F R2593C V10V Q2107* P2793L S2594L,1
G736R E337K A342V,1
T179T S137F,1
L475F F241F,1
I424I G89R,1
F737F E202K F710F,1
G120R E319K,1
S319S A1459A,1
A16V S955F,1
P626S F1585F,1
V162V R8R,1
G568G S564L,1
K6152E S5185Y S4179Y E3338* D1835D K1468T L1588L E719* V111M,1
A154V I433I,1
V537M A15T,1
D380N E396K,1
S124S S124F P121L,1
L1585Q L1585M G1707D G1679R S1082F,1
L353L F408F,1
P4753L P4753S,1
F344F R402W,1
N843S E1010K,1
R202K R202R,1
D224H S253S,1
E102E R335K,1
L345F Q547*,1
E2221Q Q1052H,1
L346V S263*,1
E171G R506C,1
E765K H3647Y S3646P,1
P1670L S783F,1
L1362L G211S,1
P53S I52L,1
R637R R637Q,1
T1531P K1239T,1
I261I G136E G136R,1
L283F C282*,1
T566I T566T,1
S1029N P616S,1
A479T L478L,1
A407T L226F,1
P841L S531S L1335H,1
L966F G2030G,1
R319Q S234S,1
K484K E898K,1
K115I V42V,1
F108F G102S,1
G1477D T1676T,1
P820S V1099V,1
S142F R161W,1
R341Q P109S,1
P43L P43S,1
P2729L R2608C,1
R388W R327C,1
T114T T114I,1
A1573T R1923C,1
R2945H V302V,1
V20I A152T R785W,1
R93Q V344M H1047Q,1
A1064A A846A,1
R1915H S1029S,1
L1920P R1598R,1
R434Q A692T,1
S1279S T1492T,1
R190W P610P,1
S660S L552S R531W,1
A4058V P1430P,1
T1669T A669A,1
R265H A188V,1
D65D R247C,1
A1253V R1173C,1
R483H G505G,1
P1779P P102L R34C,1
P115P T326T G452D,1
D210E K215N,1
Q1364* A1192T,1
R89R L87L,1
A355V G1080C,1
I2763I G3220D W3660R,1
L1044M T780A,1
A1653T A286V,1
Y896C T954T,1
P1129S A1396T,1
T980T D310G,1
A2113A A2106A A1697A L1321L,1
A135V A309A,1
A905V R97H,1
C709C C560C,1
C260C F295L,1
R3H R287M,1
I1417V S1209N,1
P303P F687V,1
S301L L300L G350G,1
L1103L R1104W,1
S51P S51P,1
G288S L287L,1
V1697V P1724P,1
L249L E794K,1
L283L H220Q,1
Q80H E343K,1
F388L L549L S1170*,1
E704Q E43K,1
S52L A57V,1
P808S P808L,1
I567M V550V,1
P75L P75S,1
K154M K154K,1
L133F L133L,1
K1121N N528N,1
K405K E406K,1
S409S G2495E G2495R,1
K318N E319K,1
G469G E481K,1
D185H E179D,1
P78P E959E P1026S,1
62_63ME>I*,1
K717M 313_314LG>FR,1
S622R N787K,1
S4231F T3872T,1
S583F G486R,1
R569Q Q1094Q,1
S401F L101L,1
R561Q P547L,1
T417I G420V,1
E1670D V1589V,1
L201V S194Y A113D,1
P121S P121S,1
R301R R301R,1
E160A E160A,1
M1040V H1047L,1
K197K L166L,1
E141Q E138*,1
S491L L548L P549S,1
K4960T E4569K T2708A L1517L D2836D G2477G,1
P174S G933E,1
G182R G182E,1
P407S P407L,1
F226F R224C F180F,1
P110S P110L,1
T47A W577*,1
G377R G227E P748L D490N,1
G694E G694R,1
P212P P212L,1
L40F F39F,1
A127A A127V,1
G197S G197D,1
S2617S I2160I,1
E804K L7L,1
P1053P I1116I,1
Q1119Q G116E,1
S780S T594T,1
S285F V10M P70L,1
E670K A237A S978F,1
P121L P121S,1
L261L D3986N S3446F W3985* P3293S E262K,1
G267D G267S,1
E81K A80A,1
S621R P134L,1
P1588L V1586L P1588S,1
Q4358* K2636N D4357D,1
E1249K R1209R L117L,1
L4142F R1020K G1967E S1346L E2001K K5126N E4441K G1750E V3773V T3739P,1
G56G G56E,1
A707V A707A,1
E299K R227K,1
R1048W A1047A,1
L222F N221N,1
G376E S423S,1
A390A A390V H301L,1
V248V E249K,1
P383S P383L,1
L89F I88I,1
L127R L127R,1
D239V D239V,1
R623Q E309G,1
D54D I76M Q78R,1
E1452* R1553L,1
V1511V V3740L,1
S283P R913C,1
A1259A K1253N,1
K516N K516E,1
K111E D939G,1
F278F I277I,1
Q1439* H3700Y,1
V424A E421E,1
L1795M I1760M F1676F L1654L,1
F1108I I290I,1
Q1197* G1154G,1
E132K V107V,1
Q282* Q1070*,1
S1495F R445H,1
S814* K220K,1
S25S M560I,1
Q44K P36K,1
A1174T D69E,1
V63V F105F,1
V936V T514T,1
445_446MG>IW,1
T222T A419A,1
P782S P1237S,1
P148Q W247F,1
E322K E2717K,1
V404V E343E,1
I224I W1460* Q1519Q,1
R119M P444P,1
P893L P2146L,1
R168K E190K,1
I126I L322L,1
S148S Q356*,1
G1038G G127R,1
P565P E234K,1
G2506L G429W,1
G437S T1730T,1
P598S S194F,1
208_209MG>IW,1
E851Q E663K,1
S223R P277S,1
P213K R154I,1
A1669A C1037C,1
T622T T214T,1
S29L P231S,1
Q499Q Q496Q,1
S309L V283V L100V L79V,1
E287K L289L S1211L,1
I797I D832N,1
A71A Y67*,1
R233* V275L,1
D32N G34V,1
R1512C N1995N,1
A4559T R4381H A1196E,1
A23A N671D,1
A94T L326M R678C,1
L292M G73L,1
G3016S H2768Y,1
525_526KG>NC,1
R1416* K16I,1
V2311G F513F,1
G152L F139S,1
V473V D475E,1
