row_index,truth,h0_prediction,ovr_prediction,h0_correct,ovr_correct,recovered_by_ovr,broken_by_ovr,disagreement
1461,HNSC,HNSC,HNSC,True,True,False,False,False
1462,THCA,PRAD,PRAD,False,False,False,False,False
1463,SARC,LAML,LAML,False,False,False,False,False
1464,BRCA,BRCA,BRCA,True,True,False,False,False
1465,OV,PAAD,PAAD,False,False,False,False,False
1466,PRAD,PRAD,PRAD,True,True,False,False,False
1467,LIHC,LGG,LGG,False,False,False,False,False
1468,BRCA,HNSC,KIPAN,False,False,False,False,True
1469,COAD,COAD,COAD,True,True,False,False,False
1470,PRAD,PRAD,PRAD,True,True,False,False,False
1471,BRCA,BLCA,BLCA,False,False,False,False,False
1472,STES,STES,STES,True,True,False,False,False
1473,THCA,THCA,THCA,True,True,False,False,False
1474,BLCA,HNSC,BLCA,False,True,True,False,True
1475,BRCA,LIHC,PRAD,False,False,False,False,True
1476,UCEC,OV,OV,False,False,False,False,False
1477,PRAD,PRAD,PRAD,True,True,False,False,False
1478,STES,KIPAN,BRCA,False,False,False,False,True
1479,STES,TGCT,TGCT,False,False,False,False,False
1480,THYM,THYM,THYM,True,True,False,False,False
1481,CESC,SARC,SARC,False,False,False,False,False
1482,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1483,COAD,COAD,COAD,True,True,False,False,False
1484,BRCA,BRCA,BRCA,True,True,False,False,False
1485,PRAD,OV,BRCA,False,False,False,False,True
1486,THCA,PRAD,PRAD,False,False,False,False,False
1487,BRCA,OV,OV,False,False,False,False,False
1488,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1489,LIHC,LIHC,LIHC,True,True,False,False,False
1490,SKCM,SKCM,SKCM,True,True,False,False,False
1491,SARC,LAML,PCPG,False,False,False,False,True
1492,STES,STES,STES,True,True,False,False,False
1493,KIPAN,PCPG,PCPG,False,False,False,False,False
1494,SKCM,SKCM,SKCM,True,True,False,False,False
1495,HNSC,PAAD,HNSC,False,True,True,False,True
1496,LUSC,LUSC,LUSC,True,True,False,False,False
1497,BRCA,SARC,SARC,False,False,False,False,False
1498,KIRC,KIRC,KIRC,True,True,False,False,False
1499,BLCA,CESC,CESC,False,False,False,False,False
1500,COAD,STES,STES,False,False,False,False,False
1501,PCPG,LAML,LAML,False,False,False,False,False
1502,COAD,COAD,COAD,True,True,False,False,False
1503,BRCA,BRCA,BRCA,True,True,False,False,False
1504,OV,OV,SARC,True,False,False,True,True
1505,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1506,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1507,LIHC,LIHC,LIHC,True,True,False,False,False
1508,KIPAN,KIRC,KIRC,False,False,False,False,False
1509,STES,STES,STES,True,True,False,False,False
1510,PAAD,PAAD,PAAD,True,True,False,False,False
1511,COAD,COAD,COAD,True,True,False,False,False
1512,BRCA,BRCA,BRCA,True,True,False,False,False
1513,LUSC,LUSC,LUSC,True,True,False,False,False
1514,GBMLGG,PAAD,PAAD,False,False,False,False,False
1515,SKCM,SKCM,SKCM,True,True,False,False,False
1516,BRCA,HNSC,HNSC,False,False,False,False,False
1517,OV,OV,OV,True,True,False,False,False
1518,CESC,STES,STES,False,False,False,False,False
1519,THCA,THCA,THCA,True,True,False,False,False
1520,OV,OV,SARC,True,False,False,True,True
1521,LUSC,DLBC,DLBC,False,False,False,False,False
1522,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1523,OV,KIPAN,KIPAN,False,False,False,False,False
1524,SARC,PCPG,PCPG,False,False,False,False,False
1525,OV,OV,OV,True,True,False,False,False
1526,BRCA,BRCA,BRCA,True,True,False,False,False
1527,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1528,CESC,PRAD,PRAD,False,False,False,False,False
1529,COAD,COAD,COAD,True,True,False,False,False
1530,BRCA,OV,OV,False,False,False,False,False
1531,THCA,THCA,THCA,True,True,False,False,False
1532,KIRC,KIRC,KIRC,True,True,False,False,False
1533,LUSC,HNSC,HNSC,False,False,False,False,False
1534,BRCA,LUSC,LIHC,False,False,False,False,True
1535,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1536,HNSC,LUAD,STES,False,False,False,False,True
1537,KIRC,KIRC,KIRC,True,True,False,False,False
1538,UCEC,UCEC,UCEC,True,True,False,False,False
1539,BRCA,BRCA,BRCA,True,True,False,False,False
1540,STES,STES,STES,True,True,False,False,False
1541,LAML,LAML,LAML,True,True,False,False,False
1542,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1543,THCA,PCPG,PCPG,False,False,False,False,False
1544,THCA,UCEC,BRCA,False,False,False,False,True
1545,BLCA,HNSC,HNSC,False,False,False,False,False
1546,LIHC,STES,HNSC,False,False,False,False,True
1547,BRCA,OV,OV,False,False,False,False,False
1548,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1549,LIHC,LIHC,LIHC,True,True,False,False,False
1550,STES,STES,STES,True,True,False,False,False
1551,BLCA,CESC,BLCA,False,True,True,False,True
1552,TGCT,TGCT,TGCT,True,True,False,False,False
1553,BRCA,OV,OV,False,False,False,False,False
1554,TGCT,TGCT,TGCT,True,True,False,False,False
1555,THCA,THYM,THYM,False,False,False,False,False
1556,HNSC,LUSC,LUSC,False,False,False,False,False
1557,PAAD,PAAD,PAAD,True,True,False,False,False
1558,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1559,LIHC,OV,OV,False,False,False,False,False
1560,COAD,COAD,COAD,True,True,False,False,False
1561,STES,STES,STES,True,True,False,False,False
1562,GBMLGG,LGG,LGG,False,False,False,False,False
1563,PRAD,SARC,SARC,False,False,False,False,False
1564,STES,STES,STES,True,True,False,False,False
1565,BRCA,BRCA,BRCA,True,True,False,False,False
1566,ACC,STES,STES,False,False,False,False,False
1567,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1568,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1569,LUSC,LUSC,LUAD,True,False,False,True,True
1570,LUAD,LUAD,LUAD,True,True,False,False,False
1571,LGG,LGG,LGG,True,True,False,False,False
1572,COAD,STES,STES,False,False,False,False,False
1573,BRCA,BRCA,OV,True,False,False,True,True
1574,LGG,LGG,LGG,True,True,False,False,False
1575,THCA,THCA,THCA,True,True,False,False,False
1576,KIRC,KIRC,KIRC,True,True,False,False,False
1577,COAD,STES,STES,False,False,False,False,False
1578,THCA,THCA,THCA,True,True,False,False,False
1579,OV,KIRC,SARC,False,False,False,False,True
1580,SKCM,PRAD,PRAD,False,False,False,False,False
1581,THYM,BRCA,BRCA,False,False,False,False,False
1582,SKCM,THCA,THCA,False,False,False,False,False
1583,PCPG,PCPG,KIRC,True,False,False,True,True
1584,PCPG,LAML,LAML,False,False,False,False,False
1585,TGCT,GBMLGG,GBMLGG,False,False,False,False,False
1586,COAD,COAD,COAD,True,True,False,False,False
1587,THYM,THYM,THYM,True,True,False,False,False
1588,UCEC,UCEC,UCEC,True,True,False,False,False
1589,THCA,BRCA,KIRC,False,False,False,False,True
1590,THCA,THCA,THCA,True,True,False,False,False
1591,PRAD,PRAD,PRAD,True,True,False,False,False
1592,BRCA,LAML,LAML,False,False,False,False,False
1593,KIRC,KIRC,KIRC,True,True,False,False,False
1594,LGG,LGG,LGG,True,True,False,False,False
1595,PRAD,PRAD,PRAD,True,True,False,False,False
1596,PAAD,GBMLGG,GBMLGG,False,False,False,False,False
1597,STES,LIHC,LIHC,False,False,False,False,False
1598,LGG,LGG,LGG,True,True,False,False,False
1599,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1600,HNSC,BRCA,BRCA,False,False,False,False,False
1601,THCA,THCA,THCA,True,True,False,False,False
1602,PCPG,PCPG,PCPG,True,True,False,False,False
1603,BLCA,BLCA,LUSC,True,False,False,True,True
1604,GBMLGG,BRCA,BRCA,False,False,False,False,False
1605,COAD,UCEC,BRCA,False,False,False,False,True
1606,BRCA,GBMLGG,OV,False,False,False,False,True
1607,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1608,GBMLGG,LGG,GBMLGG,False,True,True,False,True
1609,PRAD,PRAD,PRAD,True,True,False,False,False
1610,PRAD,PCPG,PCPG,False,False,False,False,False
1611,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1612,HNSC,HNSC,HNSC,True,True,False,False,False
1613,BRCA,BRCA,BRCA,True,True,False,False,False
1614,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1615,OV,KIPAN,KIRC,False,False,False,False,True
1616,CESC,CESC,BRCA,True,False,False,True,True
1617,OV,OV,BRCA,True,False,False,True,True
1618,SKCM,SKCM,SKCM,True,True,False,False,False
1619,LGG,LGG,GBMLGG,True,False,False,True,True
1620,LUAD,LUAD,LUSC,True,False,False,True,True
1621,DLBC,HNSC,CESC,False,False,False,False,True
1622,HNSC,LUAD,LUAD,False,False,False,False,False
1623,KIPAN,KIPAN,BRCA,True,False,False,True,True
1624,BRCA,BRCA,BRCA,True,True,False,False,False
1625,SARC,SARC,SARC,True,True,False,False,False
1626,HNSC,STES,STES,False,False,False,False,False
1627,SARC,PRAD,OV,False,False,False,False,True
1628,KIRC,KIRC,KIRC,True,True,False,False,False
1629,LIHC,TGCT,TGCT,False,False,False,False,False
1630,THCA,THCA,THCA,True,True,False,False,False
1631,BRCA,BRCA,BRCA,True,True,False,False,False
1632,OV,OV,OV,True,True,False,False,False
1633,STES,HNSC,HNSC,False,False,False,False,False
1634,PRAD,KIRC,KIRC,False,False,False,False,False
1635,SARC,LUSC,LUSC,False,False,False,False,False
1636,KIRC,KIRC,KIPAN,True,False,False,True,True
1637,LAML,LAML,LAML,True,True,False,False,False
1638,KIRC,KIPAN,OV,False,False,False,False,True
1639,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1640,COAD,STES,STES,False,False,False,False,False
1641,STES,STES,STES,True,True,False,False,False
1642,LUAD,OV,OV,False,False,False,False,False
1643,UCEC,UCEC,UCEC,True,True,False,False,False
1644,COAD,COAD,COAD,True,True,False,False,False
1645,LIHC,OV,STES,False,False,False,False,True
1646,CESC,KIPAN,KIPAN,False,False,False,False,False
1647,STES,STES,STES,True,True,False,False,False
1648,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1649,BRCA,BRCA,BRCA,True,True,False,False,False
1650,KIPAN,BRCA,KIPAN,False,True,True,False,True
1651,HNSC,STES,HNSC,False,True,True,False,True
1652,LAML,THCA,LAML,False,True,True,False,True
1653,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1654,PRAD,THCA,THCA,False,False,False,False,False
1655,COAD,COAD,COAD,True,True,False,False,False
1656,OV,OV,OV,True,True,False,False,False
1657,GBMLGG,LGG,LGG,False,False,False,False,False
1658,CESC,BRCA,BRCA,False,False,False,False,False
1659,STES,STES,STES,True,True,False,False,False
1660,KIRC,KIRC,KIRC,True,True,False,False,False
1661,STES,STES,STES,True,True,False,False,False
1662,OV,LIHC,LIHC,False,False,False,False,False
1663,UCEC,HNSC,UCEC,False,True,True,False,True
1664,STES,STES,STES,True,True,False,False,False
1665,STES,STES,STES,True,True,False,False,False
1666,SKCM,SKCM,SKCM,True,True,False,False,False
1667,SKCM,SKCM,SKCM,True,True,False,False,False
1668,GBMLGG,PCPG,PCPG,False,False,False,False,False
1669,LAML,LAML,LAML,True,True,False,False,False
1670,LIHC,LIHC,LIHC,True,True,False,False,False
1671,LGG,GBMLGG,GBMLGG,False,False,False,False,False
1672,BRCA,CESC,CESC,False,False,False,False,False
1673,KIRC,PRAD,KIRC,False,True,True,False,True
1674,CESC,BLCA,BLCA,False,False,False,False,False
1675,THCA,THCA,THCA,True,True,False,False,False
1676,STES,STES,STES,True,True,False,False,False
1677,SARC,GBMLGG,KIPAN,False,False,False,False,True
1678,SARC,SARC,SARC,True,True,False,False,False
1679,BRCA,PAAD,PAAD,False,False,False,False,False
1680,THCA,THCA,THCA,True,True,False,False,False
1681,LIHC,LIHC,LIHC,True,True,False,False,False
1682,COAD,COAD,COAD,True,True,False,False,False
1683,COAD,COAD,COAD,True,True,False,False,False
1684,LGG,LGG,LGG,True,True,False,False,False
1685,BRCA,BRCA,BRCA,True,True,False,False,False
1686,SKCM,SKCM,SKCM,True,True,False,False,False
1687,BRCA,BRCA,BRCA,True,True,False,False,False
1688,KIRC,PRAD,BRCA,False,False,False,False,True
1689,LIHC,LIHC,LIHC,True,True,False,False,False
1690,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1691,KIPAN,KIRC,KIRC,False,False,False,False,False
1692,BRCA,PRAD,PRAD,False,False,False,False,False
1693,KIRC,BRCA,KIRC,False,True,True,False,True
1694,LGG,GBMLGG,GBMLGG,False,False,False,False,False
1695,TGCT,KIPAN,KIPAN,False,False,False,False,False
1696,PRAD,PCPG,PCPG,False,False,False,False,False
1697,KIPAN,KIPAN,LIHC,True,False,False,True,True
1698,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1699,LIHC,COAD,COAD,False,False,False,False,False
1700,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1701,PRAD,PRAD,PRAD,True,True,False,False,False
1702,KIPAN,PRAD,PRAD,False,False,False,False,False
1703,LUAD,PRAD,PRAD,False,False,False,False,False
1704,THYM,GBMLGG,GBMLGG,False,False,False,False,False
1705,STES,STES,STES,True,True,False,False,False
1706,STES,STES,STES,True,True,False,False,False
1707,BRCA,STES,LUAD,False,False,False,False,True
1708,KIRC,KIRC,KIRC,True,True,False,False,False
1709,GBMLGG,GBMLGG,LGG,True,False,False,True,True
1710,LUAD,LUSC,LUSC,False,False,False,False,False
1711,KIRC,KIRC,KIRC,True,True,False,False,False
1712,BRCA,SARC,BRCA,False,True,True,False,True
1713,COAD,COAD,COAD,True,True,False,False,False
1714,LAML,LAML,LAML,True,True,False,False,False
1715,COAD,COAD,COAD,True,True,False,False,False
1716,THYM,PRAD,LAML,False,False,False,False,True
1717,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1718,PRAD,PCPG,LAML,False,False,False,False,True
1719,PRAD,BRCA,PRAD,False,True,True,False,True
1720,LUAD,LUAD,LUAD,True,True,False,False,False
1721,STES,STES,STES,True,True,False,False,False
1722,KIRC,KIRC,KIRC,True,True,False,False,False
1723,KIRC,KIRC,KIPAN,True,False,False,True,True
1724,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1725,SKCM,SKCM,SKCM,True,True,False,False,False
1726,BRCA,BRCA,BRCA,True,True,False,False,False
1727,BRCA,LUSC,LUSC,False,False,False,False,False
1728,KIRC,KIRC,KIRC,True,True,False,False,False
1729,STES,STES,STES,True,True,False,False,False
1730,GBMLGG,LGG,LGG,False,False,False,False,False
1731,KIRC,KIRC,KIRC,True,True,False,False,False
1732,PCPG,KIRC,THCA,False,False,False,False,True
1733,UCEC,UCEC,UCEC,True,True,False,False,False
1734,SARC,BRCA,SARC,False,True,True,False,True
1735,BRCA,BRCA,BRCA,True,True,False,False,False
1736,OV,OV,OV,True,True,False,False,False
1737,KIPAN,BRCA,BRCA,False,False,False,False,False
1738,PRAD,PCPG,PCPG,False,False,False,False,False
1739,BRCA,BRCA,BRCA,True,True,False,False,False
1740,LIHC,LIHC,LIHC,True,True,False,False,False
1741,PRAD,PRAD,PRAD,True,True,False,False,False
1742,PAAD,OV,GBMLGG,False,False,False,False,True
1743,HNSC,LUSC,LUSC,False,False,False,False,False
1744,HNSC,COAD,COAD,False,False,False,False,False
1745,LUAD,LUSC,LUSC,False,False,False,False,False
1746,OV,KIPAN,KIPAN,False,False,False,False,False
1747,STES,BLCA,BLCA,False,False,False,False,False
1748,THCA,LAML,THYM,False,False,False,False,True
1749,HNSC,OV,OV,False,False,False,False,False
1750,CESC,BRCA,BRCA,False,False,False,False,False
1751,COAD,COAD,COAD,True,True,False,False,False
1752,BRCA,BRCA,BRCA,True,True,False,False,False
1753,LAML,THYM,THYM,False,False,False,False,False
1754,STES,STES,STES,True,True,False,False,False
1755,PRAD,PCPG,SARC,False,False,False,False,True
1756,ACC,UCEC,ACC,False,True,True,False,True
1757,OV,OV,BRCA,True,False,False,True,True
1758,STES,STES,STES,True,True,False,False,False
1759,LAML,THYM,THYM,False,False,False,False,False
1760,PRAD,PRAD,PRAD,True,True,False,False,False
1761,UCEC,SARC,UCEC,False,True,True,False,True
1762,BRCA,LUSC,LUSC,False,False,False,False,False
1763,OV,STES,OV,False,True,True,False,True
1764,STES,STES,STES,True,True,False,False,False
1765,UCEC,UCEC,UCEC,True,True,False,False,False
1766,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1767,BRCA,BRCA,BRCA,True,True,False,False,False
1768,STES,STES,STES,True,True,False,False,False
1769,STES,STES,STES,True,True,False,False,False
1770,COAD,COAD,COAD,True,True,False,False,False
1771,BRCA,SARC,SARC,False,False,False,False,False
1772,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1773,BRCA,BRCA,BRCA,True,True,False,False,False
1774,SKCM,SKCM,SKCM,True,True,False,False,False
1775,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1776,BRCA,THYM,THYM,False,False,False,False,False
1777,LIHC,SARC,SARC,False,False,False,False,False
1778,HNSC,STES,STES,False,False,False,False,False
1779,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1780,BRCA,BRCA,BRCA,True,True,False,False,False
1781,OV,BRCA,PRAD,False,False,False,False,True
1782,PRAD,PCPG,PRAD,False,True,True,False,True
1783,BRCA,OV,OV,False,False,False,False,False
1784,TGCT,TGCT,KIRC,True,False,False,True,True
1785,OV,OV,OV,True,True,False,False,False
1786,THCA,THYM,THYM,False,False,False,False,False
1787,LIHC,LIHC,LIHC,True,True,False,False,False
1788,OV,OV,SARC,True,False,False,True,True
1789,PAAD,UCEC,KIPAN,False,False,False,False,True
1790,KIRC,KIRC,KIRC,True,True,False,False,False
1791,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1792,ACC,ACC,ACC,True,True,False,False,False
1793,PCPG,BRCA,THCA,False,False,False,False,True
1794,BRCA,BRCA,BRCA,True,True,False,False,False
1795,BRCA,HNSC,STES,False,False,False,False,True
1796,LUSC,HNSC,HNSC,False,False,False,False,False
1797,PCPG,PCPG,PCPG,True,True,False,False,False
1798,BRCA,BRCA,BRCA,True,True,False,False,False
1799,KIRC,KIRC,KIRC,True,True,False,False,False
1800,LUSC,LUSC,LUSC,True,True,False,False,False
1801,THCA,PCPG,PCPG,False,False,False,False,False
1802,LUAD,PRAD,PRAD,False,False,False,False,False
1803,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1804,STES,STES,STES,True,True,False,False,False
1805,KIRC,KIRC,KIRC,True,True,False,False,False
1806,OV,OV,BRCA,True,False,False,True,True
1807,OV,KIPAN,KIPAN,False,False,False,False,False
1808,BRCA,THYM,THYM,False,False,False,False,False
1809,LUSC,LUSC,LUSC,True,True,False,False,False
1810,ACC,ACC,ACC,True,True,False,False,False
1811,COAD,STES,STES,False,False,False,False,False
1812,PRAD,PRAD,PRAD,True,True,False,False,False
1813,BRCA,SARC,SARC,False,False,False,False,False
1814,HNSC,LIHC,LIHC,False,False,False,False,False
1815,HNSC,GBMLGG,GBMLGG,False,False,False,False,False
1816,HNSC,DLBC,DLBC,False,False,False,False,False
1817,CESC,BRCA,BRCA,False,False,False,False,False
1818,COAD,STES,STES,False,False,False,False,False
1819,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1820,HNSC,HNSC,HNSC,True,True,False,False,False
1821,BRCA,BRCA,BRCA,True,True,False,False,False
1822,BRCA,BRCA,BRCA,True,True,False,False,False
1823,BRCA,OV,OV,False,False,False,False,False
1824,KIPAN,PCPG,PCPG,False,False,False,False,False
1825,KIRC,KIRC,KIRC,True,True,False,False,False
1826,THCA,THCA,THCA,True,True,False,False,False
1827,BRCA,KIPAN,BRCA,False,True,True,False,True
1828,SKCM,SKCM,SKCM,True,True,False,False,False
1829,KIPAN,OV,OV,False,False,False,False,False
1830,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1831,BRCA,BRCA,BRCA,True,True,False,False,False
1832,BRCA,BRCA,BRCA,True,True,False,False,False
1833,CESC,CESC,CESC,True,True,False,False,False
1834,LIHC,LIHC,LIHC,True,True,False,False,False
1835,THCA,PCPG,PCPG,False,False,False,False,False
1836,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1837,BLCA,GBMLGG,BRCA,False,False,False,False,True
1838,THYM,PCPG,PRAD,False,False,False,False,True
1839,SKCM,SKCM,SKCM,True,True,False,False,False
1840,COAD,COAD,COAD,True,True,False,False,False
1841,ACC,LUAD,LUAD,False,False,False,False,False
1842,BRCA,BRCA,BRCA,True,True,False,False,False
1843,OV,STES,COAD,False,False,False,False,True
1844,BRCA,BRCA,BRCA,True,True,False,False,False
1845,STES,KIPAN,KIPAN,False,False,False,False,False
1846,OV,OV,OV,True,True,False,False,False
1847,ACC,ACC,ACC,True,True,False,False,False
1848,TGCT,TGCT,TGCT,True,True,False,False,False
1849,SARC,SARC,TGCT,True,False,False,True,True
1850,SKCM,SKCM,SKCM,True,True,False,False,False
1851,KIRC,KIRC,KIRC,True,True,False,False,False
1852,PAAD,PAAD,PAAD,True,True,False,False,False
1853,PRAD,GBMLGG,GBMLGG,False,False,False,False,False
1854,KIRC,KIRC,KIRC,True,True,False,False,False
1855,TGCT,TGCT,TGCT,True,True,False,False,False
1856,KIPAN,LIHC,LIHC,False,False,False,False,False
1857,PCPG,GBMLGG,GBMLGG,False,False,False,False,False
1858,TGCT,TGCT,TGCT,True,True,False,False,False
1859,DLBC,DLBC,DLBC,True,True,False,False,False
1860,BRCA,OV,OV,False,False,False,False,False
1861,LAML,LAML,LAML,True,True,False,False,False
1862,CESC,BRCA,CESC,False,True,True,False,True
1863,SKCM,PCPG,PCPG,False,False,False,False,False
1864,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1865,BRCA,BRCA,BRCA,True,True,False,False,False
1866,BLCA,HNSC,BRCA,False,False,False,False,True
1867,BLCA,LUAD,LUAD,False,False,False,False,False
1868,GBMLGG,LGG,GBMLGG,False,True,True,False,True
1869,PRAD,PRAD,PRAD,True,True,False,False,False
1870,PRAD,BRCA,PRAD,False,True,True,False,True
1871,UCEC,UCEC,UCEC,True,True,False,False,False
1872,GBMLGG,STES,LIHC,False,False,False,False,True
1873,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1874,CESC,CESC,CESC,True,True,False,False,False
1875,PCPG,PCPG,PCPG,True,True,False,False,False
1876,SKCM,PCPG,PCPG,False,False,False,False,False
1877,BLCA,HNSC,HNSC,False,False,False,False,False
1878,BRCA,OV,OV,False,False,False,False,False
1879,ACC,ACC,ACC,True,True,False,False,False
1880,PRAD,PRAD,PCPG,True,False,False,True,True
1881,LUAD,PRAD,PRAD,False,False,False,False,False
1882,KIRC,KIRC,KIRC,True,True,False,False,False
1883,SKCM,SKCM,SKCM,True,True,False,False,False
1884,PCPG,PCPG,PCPG,True,True,False,False,False
1885,STES,BRCA,BRCA,False,False,False,False,False
1886,LAML,PCPG,PCPG,False,False,False,False,False
1887,PRAD,KIPAN,KIPAN,False,False,False,False,False
1888,GBMLGG,LGG,LGG,False,False,False,False,False
1889,HNSC,CESC,CESC,False,False,False,False,False
1890,LIHC,STES,STES,False,False,False,False,False
1891,OV,OV,OV,True,True,False,False,False
1892,HNSC,HNSC,HNSC,True,True,False,False,False
1893,KIRC,BRCA,BRCA,False,False,False,False,False
1894,SKCM,THCA,THCA,False,False,False,False,False
1895,KIPAN,KIPAN,PRAD,True,False,False,True,True
1896,BRCA,CESC,BRCA,False,True,True,False,True
1897,KIPAN,STES,KIPAN,False,True,True,False,True
1898,THCA,THCA,THCA,True,True,False,False,False
1899,HNSC,LUSC,LUSC,False,False,False,False,False
1900,LGG,LGG,LGG,True,True,False,False,False
1901,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1902,HNSC,PAAD,PAAD,False,False,False,False,False
1903,BRCA,BRCA,BRCA,True,True,False,False,False
1904,LGG,LGG,LGG,True,True,False,False,False
1905,HNSC,HNSC,HNSC,True,True,False,False,False
1906,BRCA,BLCA,BLCA,False,False,False,False,False
1907,KIRC,KIPAN,KIPAN,False,False,False,False,False
1908,SKCM,SKCM,SKCM,True,True,False,False,False
1909,CESC,LUSC,LUSC,False,False,False,False,False
1910,KIRC,KIRC,KIRC,True,True,False,False,False
1911,THCA,PRAD,PRAD,False,False,False,False,False
1912,PRAD,OV,PAAD,False,False,False,False,True
1913,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1914,HNSC,KIPAN,KIPAN,False,False,False,False,False
1915,STES,BRCA,GBMLGG,False,False,False,False,True
1916,HNSC,BRCA,BRCA,False,False,False,False,False
1917,BRCA,BRCA,BRCA,True,True,False,False,False
1918,BRCA,BRCA,BRCA,True,True,False,False,False
1919,LGG,LGG,LGG,True,True,False,False,False
1920,THCA,THCA,THCA,True,True,False,False,False
1921,HNSC,STES,STES,False,False,False,False,False
1922,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1923,PRAD,PRAD,PRAD,True,True,False,False,False
1924,STES,STES,STES,True,True,False,False,False
1925,PRAD,KIPAN,KIPAN,False,False,False,False,False
1926,OV,OV,OV,True,True,False,False,False
1927,GBMLGG,LGG,LGG,False,False,False,False,False
1928,KIRC,KIRC,KIRC,True,True,False,False,False
1929,KIPAN,KIRC,KIRC,False,False,False,False,False
1930,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1931,BRCA,BRCA,BRCA,True,True,False,False,False
1932,KIPAN,KIRC,KIPAN,False,True,True,False,True
1933,LGG,LGG,LGG,True,True,False,False,False
1934,PCPG,PCPG,PCPG,True,True,False,False,False
1935,STES,COAD,COAD,False,False,False,False,False
1936,LAML,LAML,LAML,True,True,False,False,False
1937,KIRC,KIRC,KIRC,True,True,False,False,False
1938,HNSC,KIPAN,BRCA,False,False,False,False,True
1939,BRCA,BRCA,BRCA,True,True,False,False,False
1940,BRCA,BRCA,BRCA,True,True,False,False,False
1941,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1942,LUSC,HNSC,HNSC,False,False,False,False,False
1943,KIRC,KIPAN,KIPAN,False,False,False,False,False
1944,PAAD,STES,STES,False,False,False,False,False
1945,HNSC,HNSC,HNSC,True,True,False,False,False
1946,PRAD,PRAD,PRAD,True,True,False,False,False
1947,PRAD,PRAD,PRAD,True,True,False,False,False
1948,THCA,THCA,THCA,True,True,False,False,False
1949,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1950,BRCA,BRCA,BRCA,True,True,False,False,False
1951,PRAD,PRAD,PRAD,True,True,False,False,False
1952,OV,KIPAN,BLCA,False,False,False,False,True
1953,KIRC,KIRC,KIRC,True,True,False,False,False
1954,GBMLGG,LGG,GBMLGG,False,True,True,False,True
1955,OV,OV,OV,True,True,False,False,False
1956,COAD,COAD,COAD,True,True,False,False,False
1957,OV,LAML,OV,False,True,True,False,True
1958,TGCT,KIPAN,KIPAN,False,False,False,False,False
1959,PRAD,PRAD,THCA,True,False,False,True,True
1960,THCA,THCA,THCA,True,True,False,False,False
1961,PRAD,PRAD,PRAD,True,True,False,False,False
1962,THCA,LAML,LAML,False,False,False,False,False
1963,OV,PAAD,OV,False,True,True,False,True
1964,STES,STES,STES,True,True,False,False,False
1965,PRAD,PRAD,PRAD,True,True,False,False,False
1966,BRCA,OV,OV,False,False,False,False,False
1967,PAAD,PAAD,PAAD,True,True,False,False,False
1968,THCA,PCPG,PCPG,False,False,False,False,False
1969,STES,STES,OV,True,False,False,True,True
1970,GBMLGG,GBMLGG,GBMLGG,True,True,False,False,False
1971,PCPG,SARC,SARC,False,False,False,False,False
1972,KIPAN,KIPAN,KIPAN,True,True,False,False,False
1973,LIHC,LIHC,LIHC,True,True,False,False,False
